Account,Failure,Success
676a5420f160ad3e229d508cd3aefb1f,0.0,100.0
67fe0f66449e31fdafdc3505c37d6acb,12.0,88.0
692baebec3bb4b53d7ebc3b9fabac31b,100.0,0.0
6bbd49be0c3cea3467da28178487f9db,100.0,0.0
6c465ed53d17739467c95fe414d8e056,0.0,100.0
6ce1861d265248f9c9dd2ed2f88dbdf9,42.0,58.0
6e62a992c676f611616097dbea8ea030,76.0,24.0
6e91d06a7bd6b43a1bdd70dd9068bdc7,0.0,100.0
6f497db742b82253d9cf8c89073da954,0.0,100.0
71f7e51efde5fe99cc2d6dbd64e1319c,0.0,100.0
72342f16da6da710f86b49bfad61dff6,100.0,0.0
75c6b2d6319e12f37ff421834ad22fa8,100.0,0.0
7663ee98373240c8ae1ff5ce48c6e980,0.0,100.0
77a81025ac3a31baaa0bd6dd3b5773d9,0.0,100.0
77c223a3bf35a3e71230e9ef2aa407a1,20.0,80.0
78a7bccb3441fcda2680b388e508c98b,100.0,0.0
79ed69cea0c5acff725c343bfd68e469,100.0,0.0
7de6cd35982b5384abd11277d1c25f4f,57.0,43.0
7de704a5bec448e339f90dae5df9b020,100.0,0.0
818f4654ed39a1c147d1e51a00ffb4cb,0.0,100.0
8223e782ca05476736bf32c5274242de,0.0,100.0
82a224cb18bba4fcba2f1482e244ac1c,67.0,33.0
837423397749e70a13b102e172f6babf,0.0,100.0
84f3c1e3175163b2200bdf7edf808468,0.0,100.0
85387a78160ec385df3dc4a589d62dd7,100.0,0.0
86ec2b20d2256ee17bff18962bf3ea8b,59.0,41.0
8742d654cebe7df867ece3bbea34b219,0.0,100.0
89186f00a9c23d521205dc270101b610,99.0,1.0
8ad52eb96c5f3337ba70f9b251310984,14.0,86.0
8f31e703aaa0cfc4fe83193f4ecb509a,100.0,0.0
8f511cb165b957afaac780c744ce186e,0.0,100.0
91270e97491a918496e6569c9fcff808,0.0,100.0
92e2febe8d6183b8026d49448c382d0e,100.0,0.0
93dc3da88ca1fdc08bd44748ce7b1da1,49.0,51.0
950a1f40ce3f3fda1695bea415338604,14.0,86.0
95e0f855a29294547f572d3f433a87d9,100.0,0.0
95f8a41d276ddf36bcdc87d53627da29,13.0,87.0
9872ed9fc22fc182d371c3e9ed316094,65.0,35.0
98c607c15e37617d01504227c5f5b597,70.0,30.0
98d6f58ab0dafbb86b083a001561bb34,100.0,0.0
9adbaadf095c8de0d2d0b53fe92a5dbb,35.0,65.0
9b29958002fdcce5a0e04baa94987423,0.0,100.0
9b9ccfbe805fb9ea06df2000df9d86c9,27.0,73.0
9cc25407f209e031babdac7d3c520ccb,22.0,78.0
9de06c877e449aa8dfc4f4c7987ddaa8,100.0,0.0
9def9dc444d0c2c4c161a3e16ae1d7d7,0.0,100.0
9e06933b93b8ec7f863656f6f08f0417,89.0,11.0
9e886e4b377efe990f936dde0d9c98ca,100.0,0.0
9ee0a1fb4564cf1216ed7c41b649e26e,100.0,0.0
9fac6b3ef53d98ee0816dba1eea78829,0.0,100.0
9fffb405b21314d9f110d988b2841235,0.0,100.0
a172592b1f3d1a8bdde2c4c456d3b27a,49.0,51.0
a34bacf839b923770b2c360eefa26748,63.0,38.0
a66b2ecb853ed5851a778f3e48ad59d5,100.0,0.0
a8da9e43859d5040532f379059831a0b,0.0,100.0
a9c154c4658d7fc48fd2be3ef34d9109,12.0,88.0
abb19cd689335684ae7aeeb8246897ae,0.0,100.0
abc596d1cf6af3c431422ebc2b18f057,3.0,97.0
ac2460b56866901d732f996b82b69d31,98.0,2.0
ae7ccf3b05a225121e4f9f9eccd6ece6,0.0,100.0
b05596af74c76d3e1d54e797a8a2e688,100.0,0.0
b069f422014bef78e113594795f58b71,0.0,100.0
b303e112538e17f075edd0ceda17c73e,33.0,67.0
b37b55cfd264be85453811ac5df63760,55.0,45.0
b619892e6df1fdaf1eb92ed22a80914a,100.0,0.0
b691334ccf10d4ab144d672f7783c8a3,4.0,96.0
b6ec222e18ff7c72df9877ebe0799f9f,100.0,0.0
b7545f7b47b6048a7b6409bc345d2a9c,71.0,29.0
b7f7e86824775accacc073b61ca2e81c,100.0,0.0
b9539626d37f52bcdf87c0e671329cbb,0.0,100.0
baa67ffe986af10906830246751f8246,0.0,100.0
bb4ea12f999f3e1c0df45ab2983be5df,100.0,0.0
bb82a22ca4d20daaa9794e3d540fbae4,100.0,0.0
bba64e6137c253f4ae556a97869e31b1,0.0,100.0
bc8dc2e92112275da59ba352aa5070c3,19.0,81.0
bd8b4dc6f31f0c04377e23f09e764426,22.0,78.0
be5dfeb671c12d7520445b9292e10d13,19.0,81.0
be61a669772d4f02117fa9c9ddc2a11a,31.0,69.0
c1285fcadc52c0d3dc8813fc2c2e2b2a,10.0,90.0
c1adc7e5ae982a010af2eb442b583640,0.0,100.0
c343ad6508b1a2a4c0c8800c0dd34d8d,29.0,71.0
c366c2c97d47b02b24c3ecade4c40a01,11.0,89.0
c41dd99a69df04044aa4e33ece9c9249,100.0,0.0
c4a8744c537cc4c5c147292d6ca84144,60.0,40.0
c600cc3100a1eb9b1cea0187a2b7a710,20.0,80.0
c6bfb2ef8ed53820a605bbcb7dfafdee,2.0,98.0
c8b5b6ade1c8d9fe9a41df4dc7e78f78,0.0,100.0
c8ee0c6255707903688cf23566daba69,0.0,100.0
c8fd3d6d640ae79c0bdd4b7b29aad177,23.0,77.0
ca923c97a1ca2616a429d2e548f794c3,0.0,100.0
cb928aad67fa64ca905348ce787be178,0.0,100.0
cce08058c7bf76a788543e4ff059b574,0.0,100.0
ce0f8c54d0364e112b25e06db7c59b46,0.0,100.0
ce9e053a63f6a8aed199bed09f1e498e,47.0,53.0
d26ae0228558cc592421572080b5e8d5,3.0,97.0
d2abdc034c8035de05f41e88d422be1d,0.0,100.0
d31deb89a583277bf4f76c6dcef151e3,0.0,100.0
d33174c464c877fb03e77efdab4ae804,81.0,19.0
d4a743d05a0f9f25990d1211b25d3040,47.0,53.0
d5cc7743b1af1094b27afd0cccd8faee,50.0,50.0
d689653dce7bb32245a5a9587ece86a2,0.0,100.0
db53294f20e2d16dea22ca045c684182,62.0,38.0
dbd3ccc6bb3d99345bc4854a3eeb014f,100.0,0.0
de3236d15ff4ded7ef475b2f04b0bba3,14.0,86.0
e1b036022a6aaa7d187caae163216533,0.0,100.0
e4bf045aa5f32840e8d3aead9df3d955,0.0,100.0
e62f08e80dc2abefd52476b25ca29cee,100.0,0.0
e64b501715515c69b555d5e27670a832,100.0,0.0
e7e69cdf28f8ce6b69b4e1853ee21bab,100.0,0.0
ea4c796cccfc3899b5f9ae2874237c20,16.0,84.0
ea575071bd2ce6da53a62a2b147ea96c,80.0,20.0
ebbb5ccb88b2cd2e2224917a325f903b,100.0,0.0
ee37a0ba58b50be32617d354a3103b51,0.0,100.0
f03c011dbcfc842f49e035316a45c6fc,0.0,100.0
f1da17f5d48960dc3c68471e46113a66,0.0,100.0
f26d74c4cc9b8710dd090224f3831dc8,0.0,100.0
f289b5099c282c88399103ce6326e043,100.0,0.0
f2d887e01a80e813d9080038decbbabb,100.0,0.0
f3951984ba66822371d22499b47cef00,61.0,39.0
f5b479d66d5cb6b9ad844c42e6ee168b,100.0,0.0
f60c1886f4c0b55caab4f18ae7c4bbcf,0.0,100.0
f61cdbe6c7ec2049160dbb993d0702b5,100.0,0.0
f76864d0b42c3e0713278dd6cd49c502,100.0,0.0
f7efa4f864ae9b88d43527f4b14f750f,15.0,85.0
f965c065283291a0e230fa53cd94e242,100.0,0.0
f99f66c4ee12dec951c234ad811b6716,33.0,67.0
fe256faf97c200de0f7486ddf56c02f6,100.0,0.0
fe49423ca3882417bd543ff95ec88be3,100.0,0.0
ff450ba01b0ca2695d62525505dd80eb,40.0,60.0
ffacbb7db90628bfcc8be667616dfcc7,9.0,91.0
002df12177ee1c5bc256a352bc9af996,12.0,88.0
0035ae72e4bf57671fc69b8cf98d9e09,0.0,100.0
0059872d8926933c13bda07eca8409ad,100.0,0.0
00e281771a94ee76e687d0175d8655b6,0.0,100.0
0366cd91ea30dd83c73415b64afda334,13.0,87.0
04b01177431497d8545941c662c2a3a6,23.0,77.0
07bff81f208477d6ffa32d2298e3a11e,0.0,100.0
089d388e6181f1f6c55e994343cd0ae2,0.0,100.0
09510d526df60f47c2797dee42254939,0.0,100.0
09c66f4ca2b7bec442cbe8d09d5e0d54,0.0,100.0
0a113ef6b61820daa5611c870ed8d5ee,32.0,68.0
0a5c79b1eaf15445da252ada718857e9,83.0,17.0
0ac9a79e4aa15b44845b6b553cfcddbd,44.0,56.0
0b106ae9ab349ada5be23d7164b1753c,0.0,100.0
0be8c0c10a9b8e3aee6485cb4d3b1509,85.0,15.0
0ce2ffd21fc958d9ef0ee9ba5336e357,100.0,0.0
10f39dba81ce772b450e776e718ccff3,0.0,100.0
157d3e34504651fec77eb83fe7f89760,57.0,43.0
167cacf79c851c2fb628a3706bcbc991,42.0,58.0
181449a8478703241021e2e2557351d2,100.0,0.0
18fb593b37b32fa30b2142c6e155578b,45.0,55.0
19b1b73d63d4c9ea79f8ca57e9d67095,5.0,95.0
1dd78238c3cddc9bd2da470907bba815,0.0,100.0
1f029c1e1abaaf0605807b7f91552d36,3.0,97.0
21c82d72403ae8650c49e5f818834372,74.0,26.0
228b25587479f2fc7570428e8bcbabdc,50.0,50.0
2301a7bdda1dd4a4b0767fdbdfe911ce,0.0,100.0
2353599ce973fd92046978f8ed5b6d10,57.0,43.0
23dc0af4dd299ca63fb05702bf686e6b,100.0,0.0
274ba853b1325395ce18cdd0b43c5d9e,35.0,65.0
27eca33890a366205253b0914685088f,10.0,90.0
2871ee1691ab11acaf09b65164f23f59,62.0,38.0
297fbe6be1631f492c1783ce8db54a6e,15.0,85.0
2c1f2f79c163b83cb5dc3fff80c6db73,100.0,0.0
2d84f9ca90e6c59f7b7f01a76a90c8c4,0.0,100.0
2f1cd5f3b17a865d680fb1f2c299e705,100.0,0.0
2f3d5280b5160e984c5472b5110a74b1,0.0,100.0
2fd29d79464c6bc34f7a783c9babc4f1,98.0,2.0
30e34847e6a2bcd7a40f671acae634d5,40.0,60.0
32931aa4a3c83357456f32cd508a115b,6.0,94.0
32ba38ccf59a47143b33a433eeafaf54,0.0,100.0
33c36d2980d69643c74f3b3adade5260,100.0,0.0
33e88e3708c6adc4777761fcf6900eff,83.0,17.0
37c8e81804920f5e6a5a1068bd59a859,0.0,100.0
39a513fefbb3ab2a6eec88e877a71820,6.0,94.0
39e1dd25e194367c68f7d040750f184b,80.0,20.0
39f1a67855a83ffb9d13101ab4da6fe8,50.0,50.0
3b63f4d276ecb77d958a079849c2b333,0.0,100.0
3d2172418ce305c7d16d4b05597c6a59,47.0,53.0
43102e91c7b170ead9cc2f6f0a37f1af,53.0,47.0
434f2774582010201d7784fa906e546a,7.0,93.0
438e8e03fca213a74f5bd6b6f1bd403f,0.0,100.0
451d2542bf1e1aeec5ffeaabdda08a3b,0.0,100.0
46d1980e375ce08915b30d9a328c2fdc,100.0,0.0
4a914e5c38172ae9b61780ffbd0b2f90,7.0,93.0
4b9f946525b8fc99573ed7ef8f2918ea,100.0,0.0
4c600743a60302ab380fb726cd7c49a8,100.0,0.0
4d22d72019911546884011bacb8ca059,25.0,75.0
4ec1fe0905880d0cb4ab86abff563b86,1.0,99.0
50c3d7614917b24303ee6a220679dab3,18.0,82.0
52c7212b4c1ef4c1c21b4d5181a66b0f,70.0,30.0
54a2ed55245d1368e78e813873e82aea,0.0,100.0
54d2e69c08f60ae7c37f509f962c59a8,1.0,99.0
586ee5cb5f17541372cdd7d54b6414d7,100.0,0.0
59c9f0277cbbf1d0a7d7dbb4bcd46315,100.0,0.0
5c5f4a8a5614311bd73084c343c1e15c,0.0,100.0
5cbccb3b4a7d7b2cf129759a3d9a8cf6,100.0,0.0
5dd0565bef8f4fb788527a171d688538,0.0,100.0
5e38d982aecea3f5fa249828e8f1548a,0.0,100.0
5e9ef26db445c2c9dcfb1dd64fda9917,33.0,67.0
5f15805708a114ef82febede1e7419ac,0.0,100.0
61339e43408033a225cf34b8bd2a2e76,25.0,75.0
61f904fcab3a88ffe4d319eea75f0a7b,0.0,100.0
624599f957d8f8f9a7d42bffa8206575,9.0,91.0
6417b92810a21b6564e7f015170dd262,100.0,0.0
646b02e11133e257d571ffee126712ec,17.0,83.0
64d66ac279dff5b6d3936ee5d751ebc5,0.0,100.0
64e26f01b6ccd06cae8a255f96c181bc,67.0,33.0
674bfc5f6b72706fb769f5e93667bd23,100.0,0.0
678548c30395fff1e76b0bd142324331,100.0,0.0
6d63e1eebba07ade3b0fe1982583e746,0.0,100.0
6ee0b1c15b0c6533d73b00d403baa864,0.0,100.0
701f5117ab64b30b60ddef7366c9e8de,0.0,100.0
70ff8ba8a8c7c2152b0a4d3cb76583e0,74.0,26.0
71a58e8cb75904f24cde464161c3e766,100.0,0.0
72aedcd54a1ac4e361ac47297c415735,0.0,100.0
72d77c3011a916a4403e8342c57c6782,22.0,78.0
749c91aaa33b0b8c1a8a1af630946e8f,33.0,67.0
770f8e448d07586afbf77bb59f698587,100.0,0.0
77934389da45cc85231c9109829dbd2a,57.0,43.0
79304cca1ad8a247a9bafffd5f4db436,0.0,100.0
7b16a52cf3727c22984590c4f4c36039,12.0,88.0
7b4e8dbc2517e8c6f7d47010e9689e00,0.0,100.0
7d8a4a5ab298bab9ff02abda18040afe,0.0,100.0
7d964f75ca6668a156f2c950eac58e59,21.0,79.0
7f61d36c9a87ccb4776231dd48d45a79,8.0,92.0
7f848746fe2599dc199a75f0d02fc3d6,4.0,96.0
80b2d122409d77cd4b49220501b34ce6,0.0,100.0
810bf83c7adfd8a04ac1f11508bab9e0,100.0,0.0
82250ee1b17678c159deb817f8252880,9.0,91.0
831c2f88a604a07ca94314b56a4921b8,96.0,4.0
8374bd0a22f6bc6622fe9d119ceb5e53,0.0,100.0
8378309647cbe35ec4db965187faac34,13.0,87.0
8392cfa1ba851b4bf97301d6416725ac,3.0,97.0
841a91803641acfb5428f12f871ce515,90.0,10.0
84ab4eb1857955a253918acfb633998d,4.0,96.0
86cfe91693a00fcecb6b093bec3d293f,0.0,100.0
88032730d15f0623022ce03b6c98d14c,0.0,100.0
8999501312aae4ed78225c60b323a0f6,43.0,57.0
89a26a363b87a87ac6a94277e841b7f4,100.0,0.0
8a7c03958cbbbb5d374f4be72690ca7e,0.0,100.0
8aecd51d6d87cc8f1ceed1134cc06934,0.0,100.0
8c840250b11f70ae9830d7f73fad61ab,0.0,100.0
8f1132db5edd938b22f6167b7f67d82b,62.0,38.0
8ff4a061e94d139f016b2ca7dd0a1541,0.0,100.0
90ca36fd9dbc796cdfacb76c9f5d677f,0.0,100.0
918317b57931b6b7a7d29490fe5ec9f9,85.0,15.0
9570efef719d705326f0ff817ef084e6,0.0,100.0
95b7cee06276726dffd84adf981f0c65,0.0,100.0
9702908973be3c442783564914760fec,0.0,100.0
9778b74887415656218a72c0d83d1548,20.0,80.0
98a5ad54e01fee0f3a9b88257b81c878,56.0,44.0
99503bdd3c5a4c4671ada72d6fd81433,100.0,0.0
9a1bd630a47dabafa6f4cab7338d01df,29.0,71.0
9a3f34a2d6ad7dcd61c116f52e398d81,0.0,100.0
9af787c1e7409f0866ade669dba8f697,100.0,0.0
9b0f4932ee013ec1b2afb5057c2d34e8,96.0,4.0
9b72f36465d17452f81c689ab5a0b74e,100.0,0.0
9b949ed09d89d211938bc18620855069,64.0,36.0
9bb9377f105d4c666ac02b8d1b5d9d59,100.0,0.0
9cf4935d321cc4fc0ec1d0cb5d6eacde,67.0,33.0
9d0b74f2a726f85fb55b6e3e36548b14,0.0,100.0
9e9665435e08facc306cea1e91423ec6,0.0,100.0
9eac167ec1efbe078138397fabba902e,5.0,95.0
a0164cbfe882aa11e433a6b503cb62db,42.0,58.0
a1028301bbff33a4443273d3d86a3d99,100.0,0.0
a1a3e1728ecc9bfe4ca64599f0e661df,2.0,98.0
a617a439d2705ff5bec9814c3b887f45,100.0,0.0
abba6fc3cee14b26ebcfe34fc793b7d4,100.0,0.0
ac3f1cb73bc8810830788e8c68a03a4a,59.0,41.0
acc51fbcbcb7e218430df58a98d4a181,100.0,0.0
ace668d845c284b9352de506cb046628,0.0,100.0
ae951984b10287b9c3e716c3347f46a4,14.0,86.0
af727f4749d4bccd52b0d84bcd241a28,52.0,48.0
af93c9db0e2bfa76554dfbdde8426e81,100.0,0.0
afacea90291a3389e605de5de080ed12,0.0,100.0
b06ee722e5efe10c6852d6dc07b84616,0.0,100.0
b0b1d24f68e3d6a9f855e424c4f0c9b6,17.0,83.0
b13c53eb9a69352f5ce4e2a65046158d,0.0,100.0
b1ae47b51f35676b92b963addecbfeb9,50.0,50.0
b2385ae6de2a909f2ad7b45f9922af69,100.0,0.0
b2536bb8d03a531f21d4128a5efcf318,7.0,93.0
b325ce2830a0a1538031152d9e5ce1b5,100.0,0.0
b3d24d90af6f625d0dbf0337837c9aa8,39.0,61.0
b5257afcdc69a68eda5bbe0556674ce0,33.0,67.0
b5772e76f08303fcf14b8246606887e6,0.0,100.0
b699e7aca14db5bf672ac78351b0d40c,50.0,50.0
b75baac06e4f6bc7b70b18638c0c6e6a,0.0,100.0
b78726bc3aca220745ba2e9c7193ee3e,0.0,100.0
be569b5d9cc0a822ef0c548d37255950,100.0,0.0
beda24c1e1b46055dff2c39c98fd6fc1,50.0,50.0
c07be9421fc64b8e8ca2ebc12fcbd59d,20.0,80.0
c1060abdd2af809bc8d6d87e93b46d45,0.0,100.0
c2e1767dee0b00aadf6f4a087ea182f9,0.0,100.0
c3fbc138598bb208f9a02bff183976c3,0.0,100.0
c40b0a7144f196988c2d5d13fa8ca93a,25.0,75.0
c4d219d519a87e6dfe9d8b7a5bf3d352,0.0,100.0
c52caddded0b8beec90aa67a3b812622,12.0,88.0
c6f0e84244546454ed8686478fb01220,0.0,100.0
c7635bfd99248a2cdef8249ef7bfbef4,92.0,8.0
c81b59a1e08f93cdea2fa3637aee0565,100.0,0.0
c9627679e7b2b548560221d9c07ca79b,100.0,0.0
cbe6735b8115b47966a4f19ff02e26b3,27.0,73.0
cceafeaa5a753f129eb1aa664ec80a80,6.0,94.0
ceb1f98bde51aae6d9162af9fcab88eb,0.0,100.0
cfdf55d9c4687ca7b7d9b2d2b997135f,0.0,100.0
cff34ad343b069ea6920464ad17d4bcf,3.0,97.0
d2ac71782272659e7171150d20d59158,35.0,65.0
d4db78e389387c2d6f0b5404cbc61fc5,93.0,7.0
d5c2a955ff793c59d309665e19ca21e9,0.0,100.0
d67b50e6391276cc93147733c4091d0b,100.0,0.0
d8eaa185188a97c516d87be131a2fd9f,0.0,100.0
d9bec6b996ff7a16fc57fb253e6255c8,0.0,100.0
da03ec3df4a3182b2235d387e94b66cb,0.0,100.0
dd542bb339e57d2bcf9bdbbf870ac74f,0.0,100.0
de1fb4320bf96081f57d24d85be4bbb8,0.0,100.0
df9a2abe2ad3f2d8758b675ac8331ecf,18.0,82.0
e0f5a669360c464e40e60b459157c73e,100.0,0.0
e10d2c6778afa7e23b9f5db6b1b55d9e,0.0,100.0
e20dd8dbc9d9a3e0f0396c27a38df6aa,74.0,26.0
e23b16e83342d08d0d3ef4eeed9d3299,100.0,0.0
e382852f04d7d7d131bc0fa2c4cf8cc9,0.0,100.0
e500b7708a865ec27eef36c33953b06e,67.0,33.0
e61c7b2d4e0e9cdf707fbc671586e901,24.0,76.0
e66b1a672cde79b5b85580e3ae0d4ee6,0.0,100.0
e74c0d42b4433905293aab661fcf8ddb,100.0,0.0
e8d66338fab3727e34a9179ed8804f64,0.0,100.0
e9c46fbd9f4b5dd58e5f5b297670dc19,33.0,67.0
ec04b828851594e2a860ce40bc363855,0.0,100.0
ec327f830a5771983e61fb0e4d21a6f4,0.0,100.0
edf6e470023c0062342b13aff22fdd4f,0.0,100.0
eec15c43f6e3cf156e3649f930c89a14,0.0,100.0
f0547ecd4e64a31e247c34b64547f812,100.0,0.0
f0d78b7cc5bda890fe64cdbe4fe573d7,0.0,100.0
f0e37e9e9b28f94f89e67d28df74c2b4,25.0,75.0
f2162f0713c4aa4c3c9a843febf03e56,11.0,89.0
f27f39a7867b92c1c69d38f49fdd3144,33.0,67.0
f47dafa1b01fc67850d5576e5216df25,11.0,89.0
f62f37c43535b2178316a7f9b9533b10,49.0,51.0
f648c726ded78a0f14942f50cb519ae1,4.0,96.0
f676fd7c5cadc839db8b7e65bfbdd8c6,100.0,0.0
f702defbc67edb455949f46babab0c18,1.0,99.0
f70f6a300c127cd38fe084c40325e479,100.0,0.0
f7df51ba7df696f03c9037d67fabd286,0.0,100.0
f81dee42585b3814de199b2e88757f5c,27.0,73.0
fb569d365cfed25e87786e60263f6535,0.0,100.0
fc815a0b7bc84dce6b9c6f8ca4c28ad5,0.0,100.0
fc90ef8f569ff0eecfdc2c3860ee64a1,0.0,100.0
ff1f3e444a6ff6fe872f07716803ae18,52.0,48.0
0141a8aedb1b53970fac7c81dac79fbe,9.0,91.0
02d4ad74e410990974be404efcd00ec1,0.0,100.0
05128e44e27c36bdba71221bfccf735d,32.0,68.0
059556775ccb7564f037833729335d19,77.0,23.0
07a3a4134a179a1e15afb6f81181e50e,22.0,78.0
0a5de450e625177a977f2b7a488c72f5,0.0,100.0
0afa92fc0f8a9cf051bf2961b06ac56b,0.0,100.0
0d73a4088d495eed48b66afadc4aa1d5,36.0,64.0
0dd95a7728742f77d0bcd4a5988b0daa,0.0,100.0
1169c74cbc26f95cf5c2a04434c97115,47.0,53.0
116b896114ff71245852cace1f9f69c5,0.0,100.0
119d40d185a81e620d94a8a76447a8a3,100.0,0.0
12f1d09a4ef2f02622bfbd6cb2b31dc7,100.0,0.0
147dd1df83202de22fb016b55b6867bc,82.0,18.0
174921ea194100abde22e3a0f2dae433,0.0,100.0
1797cf9a4a822db5cc555d8a9940eba7,100.0,0.0
17da20e1e103e19f969d54c67d674c71,100.0,0.0
182be0c5cdcd5072bb1864cdee4d3d6e,2.0,98.0
1a80e1730711858663512246fb2dc280,0.0,100.0
1c4482db09edf3b7c8e1f5ebbeafef99,56.0,44.0
1c5581e1bb072092bdfdad5312de26a3,0.0,100.0
1d52e8b258d574501d81d697920317b7,100.0,0.0
1d656ca6611216968c7c89914031e043,55.0,45.0
1f0e3dad99908345f7439f8ffabdffc4,60.0,40.0
20004d9171f2c39562975a104b3b9d7d,85.0,15.0
2181b3bdd362f9c4631b51487a0c98f0,0.0,100.0
22785dd2577be2ce28ef79febe80db10,0.0,100.0
25db67c5657914454081c6a18e93d6dd,0.0,100.0
287abb19da8aadbd118443e92685853e,0.0,100.0
28a2d6d5cd41ef32cab8e482a15fd5d7,0.0,100.0
28d2bbe9f3b5f24c367f59843e6c716f,0.0,100.0
2ac5a08921d27d86d8304c04213df384,8.0,92.0
2af1e9eaa807096a11b32ed26ecc2cbb,100.0,0.0
2bd7f907b7f5b6bbd91822c0c7b835f6,10.0,90.0
2c601ad9d2ff9bc8b282670cdd54f69f,20.0,80.0
2c9f13441c3f36d9422d5de661e57742,0.0,100.0
2ebb6c06bdc16ef37ec965c6b325b5c6,21.0,79.0
2ef976d606b9f3c03ce54885cc8f20dc,100.0,0.0
